name,email,region,products,profileUrl
Víno Hruška,,Zlínský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5112587230
Baraque wine gallery,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5118253581
Nejmenší vinárnička u středně velké vrtule,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5133565375
Bunža,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5153396524
Ostrezi,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5153435125
Vinotéka,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5188010991
Vinotéka & Kavárna,,Olomoucký kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5325769404
Ve Sklepě,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5384055666
30 - Vinařství Klásek,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5503392296
19 - Vinařství Dobčákovi,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5503392315
11 - Vinařství Tomanovský,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5503392323
4 - Vinařství Hartman,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5503392330
Vinotéka - Pivotéka U Aničky,,Zlínský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5774052553
Cavum Carolinum,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5863161609
Vinný Bar Ken&Oliver,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5873388687
Víno Hruška,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5881495086
Vinotéka Swapna,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5962086800
Vindom Degustační Enoteca,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n5981194392
Vinotéka a wine bar Pavlovín,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6016374059
Staroveské centrum vína,,Moravskoslezský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6613003960
Zámecký sklep A.D. 1430,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6929445730
Salon vín České republiky,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6929534516
Vinařský dům Gala,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6966391170
Gala Vinařství,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6966391171
Vinařství Plenér,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6966452462
Malý vinař,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6967027711
Vinařství Paulus,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6968568700
Sousedi Pavlov,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6968568703
Jirkův sklep,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6968916340
Vinařství Přátelé Pavlova,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6969091437
Vinařství Nepraš & Co.,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6970828623
Vína Herzánovi,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6971011045
Vinařství sv. Barbora,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6971053254
Vinařství Fabig,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6971095375
Víno J. Stávek,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6971189805
Sekt bar,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6971727741
Vinařství Zatloukal,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6973287368
Vinařství Reisten - Stodola,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6973287371
Vinum Via - vinotéka a kavárna,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n6990093321
Nad Sklepy - vinotéka a sklep,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7004098146
Vinotéka Svatého Kryštofa,,Jihočeský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7017980826
Vinařství u kapličky,,Jihočeský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7069629795
Krásná hora,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7075234928
Vino Loigi,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7075264945
prodej vína,,Jihočeský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7124243267
Mikrosvín Mikulov,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7131113272
Vican rodinné vinařství,,Jihomoravský kraj,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7177226010
VINOBLOK,,Česká republika,🍷 Červené víno|🥂 Bílé víno|🍾 Rosé|🍇 Mošt,https://mapafarem.cz/farma/n7248120361
Bistro Madetka,,Jihočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n7035993039
Mlékárna u krávy Amálky,,Jihočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n8695134817
Laktos,,Středočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n9947733211
Veselý krámek,,Středočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n11203274474
Prodejna mléčných výrobků Bulovna,,Středočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n11204834421
Minimlékárna - Farma ZPZ,,Zlínský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n11883144515
Statek Doubravský Dvůr,,Olomoucký kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n12441695794
Mini mlékárna RODOPI,,Středočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n5032651317
Mlékomat,,Pardubický kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n6416453019
Mlékárna - prodej farmářských sýrů,,Jihomoravský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n6466940834
Ochutnejte region,,Liberecký kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n6597319946
Šumavská Mlékárna- Prodejna,,Plzeňský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n6893507719
Podniková prodejna mlékárny Otinoves,,Olomoucký kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n7322086261
Bio mléčné výrobky Slabce,,Středočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n7781898557
Madetka,,Jihočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n9423743955
Mléčný automat,,Královéhradecký kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n10575049550
Prodej mléčných výrobků,,Královéhradecký kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n10575049558
Jogurtovna,,Zlínský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n11594887435
AGRO Jesenice mlékomat,,Středočeský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n12851014501
BIO&CEEPORT - farma,,Pardubický kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n12959310146
BIO&CEEPORT,,Pardubický kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n12959310147
Kravín,,Vysočina,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/n13387371701
Mlékárna Olešnice,,Jihomoravský kraj,🥛 Mléko|🧀 Sýr|🧈 Máslo|🥚 Vejce,https://mapafarem.cz/farma/w102300818
Medotéka,,Česká republika,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n7216400874
Prodej medu ze dvora,,Olomoucký kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12155503854
Prodej medu,,Olomoucký kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12162466216
Včelařství Josef Brodecký,,Jihomoravský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12769505841
Oharkovi,,Jihomoravský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n13243994558
MED přímo od včelaře,,Zlínský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n8998427228
Prodejna medu a medoviny,,Středočeský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n11244272441
Prodej medu,,Olomoucký kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12163568936
Prodej Medu od Včelaře,,Olomoucký kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12241725818
Prodej medu,,Olomoucký kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12278322376
Včelař Tomáš Fridrich,,Jihomoravský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12768724015
Med,,Jihočeský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12789081577
Med,,Jihočeský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12792093191
Med,,Jihočeský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12814131003
Včelařství Ing. Martin Klejna,,Jihočeský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n12954680505
Vladimír Trubač,,Jihomoravský kraj,🍯 Med|🐝 Vosk|🍵 Medovina|🌸 Pylový med,https://mapafarem.cz/farma/n13085510161
Farmářské tržiště Jiřák,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n2101901711
Farmářské trhy,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n2203172425
Holešovické trhy,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n2606089069
Farmářské Trhy,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n3469671240
MINT: Weekend Market,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n4456038205
Farmářské tržiště Náplavka,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n4706421690
Česká farmářka,,Plzeňský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n13375808504
Dvůr,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w379649760
Veselka,,Pardubický kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w1452264156
Holešovická tržnice,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n410726423
Cukrárna,,Vysočina,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n1073774089
Drogerie,,Vysočina,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n1073787872
Drogerie DM,,Vysočina,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n1073789201
Průmyslové zboží,,Vysočina,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n1073796857
Tržnice,,Ústecký kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n1232845923
OC Kvartet,,Středočeský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n1238703455
Ústecká burza,,Ústecký kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n1240284667
Pepco,,Středočeský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n1447508221
Tržnice,,Středočeský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n2040113511
Trhy,,Ústecký kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n2300672824
Potraviny,,Vysočina,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n2332160404
tržnice,,Středočeský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n2767961856
tržiště,,Moravskoslezský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n3351384840
Farmářské trhy na Kulaťáku,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n3751377586
Náměstí Republiky,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n3780928025
U Práce,,Plzeňský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n3781833263
Asia Market,,Plzeňský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n4349891098
Food Story,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n4787480644
Tržnice,,Liberecký kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n4874652659
Farmářské trhy Prosek,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n5293754932
zeleninové trhy,,Jihočeský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n7068203150
náměstí Republiky,,Jihomoravský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n7654787941
Trhy na Piaristickém náměstí,,Jihočeský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n8289509771
Tržnice,,Jihomoravský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n9410312570
Asia bazar,,Jihomoravský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n9447529509
Vietnamská tržnice - bývalý zimní stadion,,Karlovarský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n11875197442
Sibrin Market,,Středočeský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/n11993698496
Kartouzská tržnice,,Jihomoravský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w49635433
Tržnice Brno,,Jihomoravský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w50002028
Kramářské boudy,,Zlínský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w52572416
Kramářské boudy,,Zlínský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w52572417
Tržiště Pod kaštany,,Zlínský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w62941121
Tržnice Minicentrum,,Středočeský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w114016182
Obchod,,Zlínský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w124781995
Havelské tržiště,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w127055677
Tržnice,,Olomoucký kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w143539843
Náměstí SNP - prodej ovoce a zeleniny,,Moravskoslezský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w189255488
Městská tržnice,,Zlínský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w196720114
Tržnice,,Královéhradecký kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w207014114
Centrální tržiště,,Moravskoslezský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w219223905
Sezónní tržiště,,Moravskoslezský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w224280321
Kunratická stodola,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w340255203
Zelný trh,,Jihomoravský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w345412286
Vinamo,,Jihomoravský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w372595194
Vinamo,,Jihomoravský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w438440340
Tržiště,,Ústecký kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w513383620
Vietnamská tržnice,,Moravskoslezský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w529763459
Městská tržnice,,Zlínský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w775734170
Bleší Trhy,,Česká republika,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w790002519
Chodské tržiště,,Plzeňský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w841466214
Bleší trhy Plzeň Lokomotiva,,Plzeňský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w1023359914
Tržiště,,Vysočina,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w1105923864
Městská Tržnice DEPO2015,,Plzeňský kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w1131613054
Tržnice,,Olomoucký kraj,🥕 Zelenina|🍎 Ovoce|🥚 Vejce|🍯 Med,https://mapafarem.cz/farma/w1416509998
"NAŠE FARMA - bio maso, Praha 2",,2 Praha 2-Nové Město,,https://mapafarem.cz/farma/13387371702
farmářský obchod MILU,,140 00 Praha 4-Nusle,,https://mapafarem.cz/farma/13387371704
Farma - Bistro & Shop,,170 00 Praha 7-Letná,,https://mapafarem.cz/farma/13387371707
Mikrofarma Praha,,130 00 Praha-Praha 3,,https://mapafarem.cz/farma/13387371710
Farma Zadní Kopanina,,155 00 Praha-Řeporyje,,https://mapafarem.cz/farma/13387371711
ZELENINA – Farma Křenek,,182 00 Praha 8-Kobylisy,,https://mapafarem.cz/farma/13387371712
CBD SHOP Herbs&Co.,,110 00 Praha-Praha 1,,https://mapafarem.cz/farma/13387371715
Biofarma Dolínek,,250 70 Odolena Voda,,https://mapafarem.cz/farma/13387371717
Centrum ekologické výchovy - Farma Miškovice,,196 00 Praha-Čakovice-Miškovice,,https://mapafarem.cz/farma/13387371720
Dobrá Farma,,250 69 Máslovice-Vodochody,,https://mapafarem.cz/farma/13387371721
Farma Komorce,,281 63 Barchovice-Kostelec nad Černými lesy,,https://mapafarem.cz/farma/13387371722
Pštrosí Farma Čenkov -Ing. Jana Mazancová,,250 70 Odolena Voda,,https://mapafarem.cz/farma/13387371724
Farma Košík,,289 35 Košík,,https://mapafarem.cz/farma/13387371725
Hovězí z farmy od Palečků,,257 41 Týnec nad Sázavou,,https://mapafarem.cz/farma/13387371726
"Toulcův dvůr, z.s.",,102 00 Praha 10-Hostivař,,https://mapafarem.cz/farma/13387371727
La Farma,,130 00 Praha-Praha 3,,https://mapafarem.cz/farma/13387371729
Plný Špajz Bělehradská 94,,120 00 Praha-Praha 2,,https://mapafarem.cz/farma/13387371732
Farmářský obchůdek,,196 00 Praha-Čakovice,,https://mapafarem.cz/farma/13387371733
Farmářské potraviny U Katky,,162 00 Praha 6,,https://mapafarem.cz/farma/13387371734
Český farmářský trh,,250 92 Šestajovice,,https://mapafarem.cz/farma/13387371735
Farma u svaté Anny,,250 01 Brandýs nad Labem-Stará Boleslav-Brandýs nad Labem-Stará Boleslav 1,,https://mapafarem.cz/farma/13387371736
MLSNÝ OŘÍŠEK,,120 00 Praha 2-Vinohrady,,https://mapafarem.cz/farma/13387371737
Farmářský obchod JINÁ CESTA,,152 00 Praha-Praha 5,,https://mapafarem.cz/farma/13387371738
Pinoys.cz - Asijske potraviny,,180 00 Praha 8-Palmovka,,https://mapafarem.cz/farma/13387371739
Kaufland Praha-Michle,,140 00 Praha 4,,https://mapafarem.cz/farma/13387371740
Kaufland Praha-Vypich,,169 00 Praha 6-Břevnov,,https://mapafarem.cz/farma/13387371741
Farmářské tržiště Kubáň,,100 00 Praha 10-Vršovice,,https://mapafarem.cz/farma/13387371742
Kaufland Praha-Jarov,,190 00 Praha 9,,https://mapafarem.cz/farma/13387371743
Kaufland Praha 6 - Podbabská,,160 00 Praha-Praha 6,,https://mapafarem.cz/farma/13387371745
Kaufland,,180 00 Praha 8-Palmovka,,https://mapafarem.cz/farma/13387371746
Kaufland Praha-Kobylisy,,180 00 Praha 8-Libeň,,https://mapafarem.cz/farma/13387371747
Albert,,150 00 Praha 5-Smíchov,,https://mapafarem.cz/farma/13387371748
Kaufland,,140 00 Praha 4,,https://mapafarem.cz/farma/13387371749
Hala 22,,170 00 Praha-Praha 7,,https://mapafarem.cz/farma/13387371750
Albert,,110 00 Praha-Praha 1,,https://mapafarem.cz/farma/13387371752
Albert,,130 00 Praha-Praha 3,,https://mapafarem.cz/farma/13387371753
Hanč Farma Vraňany,,277 07 Vraňany,,https://mapafarem.cz/farma/13387371755
Ovocné Sady Bříství,,280 02 Křečhoř-Kolín 2,,https://mapafarem.cz/farma/13387371757
"Ovocnářství Ploskovice, farma Petráskovi",,411 42 Ploskovice,,https://mapafarem.cz/farma/13387371758
Ovocnářství Moštárna Jiří Hubáček,,274 01 Slaný-Slaný 1,,https://mapafarem.cz/farma/13387371759
Thoř - ovocnářská farma,,463 45 Pěnčín,,https://mapafarem.cz/farma/13387371760
Ovocnářství Nedbal,,251 63 Strančice,,https://mapafarem.cz/farma/13387371761
Hana Muchová - ovocnářství a vinařství,,274 01 Slaný-Slaný 1,,https://mapafarem.cz/farma/13387371762
"JABLKA JEŽEK - Ovocnářská farma - prodej jablek, brambor",,463 45 Čtveřín,,https://mapafarem.cz/farma/13387371763
Petr Šrámek- SAMOSBĚR OVOCE,,274 01 Žižice-Slaný 1,,https://mapafarem.cz/farma/13387371764
